nuclide   ,mass                ,uncertainty         ,Year/link 
86Tc      ,85.944637           ,0.000322            ,2020      
86Ru      ,85.957305           ,0.000429            ,2020      
87Ga      ,86.969007           ,0.000537            ,2020      
87Ge      ,86.953204           ,0.000322            ,2020      
87As      ,86.940291716        ,0.000003204         ,2020      
87Se      ,86.928688616        ,0.000002405         ,2020      
87Br      ,86.920674016        ,0.000003404         ,2020      
87Kr      ,86.913354759        ,0.000000264         ,2020      
87Rb      ,86.909180529        ,0.000000006         ,2020      
87Sr      ,86.90887749454      ,0.00000000550       ,2020      
87Y       ,86.910876100        ,0.000001210         ,2020      
87Zr      ,86.914817338        ,0.000004450         ,2020      
87Nb      ,86.920692473        ,0.000007302         ,2020      
87Mo      ,86.928196198        ,0.000003067         ,2020      
87Tc      ,86.938067185        ,0.000004500         ,2020      
87Ru      ,86.950907           ,0.000429            ,2020      
88Ga      ,87.975963           ,0.000537            ,2020      
88Ge      ,87.957574           ,0.000429            ,2020      
88As      ,87.945840           ,0.000215            ,2020      
88Se      ,87.931417490        ,0.000003604         ,2020      
88Br      ,87.924083290        ,0.000003404         ,2020      
88Kr      ,87.914447879        ,0.000002800         ,2020      
88Rb      ,87.911315590        ,0.000000170         ,2020      
88Sr      ,87.905612253        ,0.000000006         ,2020      
88Y       ,87.909501274        ,0.000001610         ,2020      
88Zr      ,87.910220715        ,0.000005800         ,2020      
88Nb      ,87.918226476        ,0.000062059         ,2020      
88Mo      ,87.921967779        ,0.000004100         ,2020      
88Tc      ,87.933794211        ,0.000004400         ,2020      
88Ru      ,87.941664           ,0.000322            ,2020      
88Rh      ,87.960429           ,0.000429            ,2020      
89Ge      ,88.964530           ,0.000429            ,2020      
89As      ,88.950048           ,0.000322            ,2020      
89Se      ,88.936669058        ,0.000004003         ,2020      
89Br      ,88.926704558        ,0.000003504         ,2020      
89Kr      ,88.917835449        ,0.000002300         ,2020      
89Rb      ,88.912278136        ,0.000005825         ,2020      
89Sr      ,88.907450808        ,0.000000098         ,2020      
89Y       ,88.905838156        ,0.000000363         ,2020      
89Zr      ,88.908879751        ,0.000002983         ,2020      
89Nb      ,88.913444696        ,0.000025367         ,2020      
89Mo      ,88.919468149        ,0.000004200         ,2020      
89Tc      ,88.927648649        ,0.000004100         ,2020      
89Ru      ,88.937337849        ,0.000026000         ,2020      
89Rh      ,88.950992           ,0.000387            ,2020      
90Ge      ,89.969436           ,0.000537            ,2020      
90As      ,89.955995           ,0.000429            ,2020      
90Se      ,89.940096000        ,0.000354000         ,2020      
90Br      ,89.931292848        ,0.000003604         ,2020      
90Kr      ,89.919527929        ,0.000002000         ,2020      
90Rb      ,89.914797557        ,0.000006926         ,2020      
90Sr      ,89.907727870        ,0.000001555         ,2020      
90Y       ,89.907141749        ,0.000000379         ,2020      
90Zr      ,89.904698755        ,0.000000126         ,2020      
90Nb      ,89.911259201        ,0.000003561         ,2020      
90Mo      ,89.913931270        ,0.000003717         ,2020      
90Tc      ,89.924073919        ,0.000001100         ,2020      
90Ru      ,89.930344378        ,0.000004004         ,2020      
90Rh      ,89.944569           ,0.000215            ,2020      
90Pd      ,89.957370           ,0.000429            ,2020      
91As      ,90.960816           ,0.000429            ,2020      
91Se      ,90.945700000        ,0.000465000         ,2020      
91Br      ,90.934398617        ,0.000003804         ,2020      
91Kr      ,90.923806309        ,0.000002400         ,2020      
91Rb      ,90.916537261        ,0.000008375         ,2020      
91Sr      ,90.910195942        ,0.000005853         ,2020      
91Y       ,90.907298048        ,0.000001978         ,2020      
91Zr      ,90.905640205        ,0.000000101         ,2020      
91Nb      ,90.906990256        ,0.000003140         ,2020      
91Mo      ,90.911745190        ,0.000006696         ,2020      
91Tc      ,90.918424972        ,0.000002536         ,2020      
91Ru      ,90.926741530        ,0.000002384         ,2020      
91Rh      ,90.937123           ,0.000320            ,2020      
91Pd      ,90.950435           ,0.000454            ,2020      
92As      ,91.967386           ,0.000537            ,2020      
92Se      ,91.949840           ,0.000429            ,2020      
92Br      ,91.939631595        ,0.000007202         ,2020      
92Kr      ,91.926173092        ,0.000002900         ,2020      
92Rb      ,91.919728477        ,0.000006573         ,2020      
92Sr      ,91.911038222        ,0.000003675         ,2020      
92Y       ,91.908945752        ,0.000009798         ,2020      
92Zr      ,91.905035336        ,0.000000101         ,2020      
92Nb      ,91.907188580        ,0.000001915         ,2020      
92Mo      ,91.906807153        ,0.000000168         ,2020      
92Tc      ,91.915269777        ,0.000003330         ,2020      
92Ru      ,91.920234373        ,0.000002917         ,2020      
92Rh      ,91.932367692        ,0.000004700         ,2020      
92Pd      ,91.941192225        ,0.000370402         ,2020      
92Ag      ,91.959710           ,0.000429            ,2020      
93Se      ,92.956135           ,0.000429            ,2020      
93Br      ,92.943220000        ,0.000462500         ,2020      
93Kr      ,92.931147172        ,0.000002700         ,2020      
93Rb      ,92.922039334        ,0.000008406         ,2020      
93Sr      ,92.914024314        ,0.000008109         ,2020      
93Y       ,92.909578434        ,0.000011259         ,2020      
93Zr      ,92.906470661        ,0.000000489         ,2020      
93Nb      ,92.906373170        ,0.000001599         ,2020      
93Mo      ,92.906808772        ,0.000000193         ,2020      
93Tc      ,92.910245147        ,0.000001086         ,2020      
93Ru      ,92.917104442        ,0.000002216         ,2020      
93Rh      ,92.925912778        ,0.000002821         ,2020      
93Pd      ,92.936680426        ,0.000397221         ,2020      
93Ag      ,92.950188           ,0.000430            ,2020      
94Se      ,93.960490           ,0.000537            ,2020      
94Br      ,93.948846           ,0.000215            ,2020      
94Kr      ,93.934140452        ,0.000013000         ,2020      
94Rb      ,93.926394819        ,0.000002177         ,2020      
94Sr      ,93.915355641        ,0.000001785         ,2020      
94Y       ,93.911592062        ,0.000006849         ,2020      
94Zr      ,93.906312523        ,0.000000175         ,2020      
94Nb      ,93.907279001        ,0.000001600         ,2020      
94Mo      ,93.905083586        ,0.000000151         ,2020      
94Tc      ,93.909652319        ,0.000004370         ,2020      
94Ru      ,93.911342860        ,0.000003374         ,2020      
94Rh      ,93.921730450        ,0.000003627         ,2020      
94Pd      ,93.929036286        ,0.000004602         ,2020      
94Ag      ,93.943744           ,0.000429            ,2020      
94Cd      ,93.956586           ,0.000537            ,2020      
95Se      ,94.967300           ,0.000537            ,2020      
95Br      ,94.952925           ,0.000322            ,2020      
95Kr      ,94.939710922        ,0.000020000         ,2020      
95Rb      ,94.929263849        ,0.000021733         ,2020      
95Sr      ,94.919358282        ,0.000006237         ,2020      
95Y       ,94.912819697        ,0.000007277         ,2020      
95Zr      ,94.908040276        ,0.000000933         ,2020      
95Nb      ,94.906831110        ,0.000000545         ,2020      
95Mo      ,94.905837436        ,0.000000132         ,2020      
95Tc      ,94.907652281        ,0.000005453         ,2020      
95Ru      ,94.910404415        ,0.000010200         ,2020      
95Rh      ,94.915897893        ,0.000004171         ,2020      
95Pd      ,94.924888506        ,0.000003253         ,2020      
95Ag      ,94.935688           ,0.000429            ,2020      
95Cd      ,94.949483           ,0.000607            ,2020      
96Br      ,95.958980           ,0.000322            ,2020      
96Kr      ,95.943014473        ,0.000020695         ,2020      
96Rb      ,95.934133398        ,0.000003599         ,2020      
96Sr      ,95.921719045        ,0.000009089         ,2020      
96Y       ,95.915909305        ,0.000006521         ,2020      
96Zr      ,95.908277615        ,0.000000122         ,2020      
96Nb      ,95.908101586        ,0.000000157         ,2020      
96Mo      ,95.904674770        ,0.000000128         ,2020      
96Tc      ,95.907866675        ,0.000005524         ,2020      
96Ru      ,95.907588910        ,0.000000182         ,2020      
96Rh      ,95.914451705        ,0.000010737         ,2020      
96Pd      ,95.918213739        ,0.000004502         ,2020      
96Ag      ,95.930743903        ,0.000096708         ,2020      
96Cd      ,95.940341           ,0.000440            ,2020      
96In      ,95.959109           ,0.000537            ,2020      
97Br      ,96.963499           ,0.000429            ,2020      
97Kr      ,96.949088782        ,0.000140000         ,2020      
97Rb      ,96.937177117        ,0.000002052         ,2020      
97Sr      ,96.926375621        ,0.000003633         ,2020      
97Y       ,96.918286702        ,0.000007201         ,2020      
97Zr      ,96.910963802        ,0.000000130         ,2020      
97Nb      ,96.908101622        ,0.000004556         ,2020      
97Mo      ,96.906016903        ,0.000000176         ,2020      
97Tc      ,96.906360720        ,0.000004420         ,2020      
97Ru      ,96.907545776        ,0.000002965         ,2020      
97Rh      ,96.911327872        ,0.000038071         ,2020      
97Pd      ,96.916471985        ,0.000005200         ,2020      
97Ag      ,96.923881400        ,0.000012900         ,2020      
97Cd      ,96.934799343        ,0.000451073         ,2020      
97In      ,96.949125           ,0.000430            ,2020      
98Br      ,97.969887           ,0.000429            ,2020      
98Kr      ,97.952635           ,0.000322            ,2020      
98Rb      ,97.941632317        ,0.000017265         ,2020      
98Sr      ,97.928692636        ,0.000003463         ,2020      
98Y       ,97.922394841        ,0.000008501         ,2020      
98Zr      ,97.912740448        ,0.000009065         ,2020      
98Nb      ,97.910332645        ,0.000005369         ,2020      
98Mo      ,97.905403609        ,0.000000186         ,2020      
98Tc      ,97.907211206        ,0.000003628         ,2020      
98Ru      ,97.905286709        ,0.000006937         ,2020      
98Rh      ,97.910707734        ,0.000012782         ,2020      
98Pd      ,97.912698335        ,0.000005090         ,2020      
98Ag      ,97.921559970        ,0.000035327         ,2020      
98Cd      ,97.927389315        ,0.000055605         ,2020      
98In      ,97.942129           ,0.000327            ,2020      
99Kr      ,98.958776           ,0.000429            ,2020      
99Rb      ,98.945119190        ,0.000004327         ,2020      
99Sr      ,98.932883604        ,0.000005085         ,2020      
99Y       ,98.924160839        ,0.000007101         ,2020      
99Zr      ,98.916675081        ,0.000011271         ,2020      
99Nb      ,98.911609377        ,0.000012886         ,2020      
99Mo      ,98.907707299        ,0.000000245         ,2020      
99Tc      ,98.906249681        ,0.000000974         ,2020      
99Ru      ,98.905930284        ,0.000000368         ,2020      
99Rh      ,98.908121241        ,0.000020881         ,2020      
99Pd      ,98.911773073        ,0.000005482         ,2020      
99Ag      ,98.917645766        ,0.000006725         ,2020      
99Cd      ,98.924925845        ,0.000001700         ,2020      
99In      ,98.934110           ,0.000320            ,2020      
99Sn      ,98.948495           ,0.000625            ,2020      
100Kr     ,99.962995           ,0.000429            ,2020      
100Rb     ,99.950331532        ,0.000014089         ,2020      
100Sr     ,99.935783270        ,0.000007426         ,2020      
100Y      ,99.927727678        ,0.000012000         ,2020      
100Zr     ,99.918010499        ,0.000008742         ,2020      
100Nb     ,99.914340578        ,0.000008562         ,2020      
100Mo     ,99.907467982        ,0.000000322         ,2020      
100Tc     ,99.907652715        ,0.000001450         ,2020      
100Ru     ,99.904210460        ,0.000000367         ,2020      
100Rh     ,99.908114147        ,0.000019458         ,2020      
100Pd     ,99.908520438        ,0.000018934         ,2020      
100Ag     ,99.916115443        ,0.000005367         ,2020      
100Cd     ,99.920348829        ,0.000001800         ,2020      
100In     ,99.931101929        ,0.000002400         ,2020      
100Sn     ,99.938648944        ,0.000257661         ,2020      
101Kr     ,100.969318          ,0.000537            ,2020      
101Rb     ,100.954302000       ,0.000022000         ,2020      
101Sr     ,100.940606264       ,0.000009103         ,2020      
101Y      ,100.930160817       ,0.000007601         ,2020      
101Zr     ,100.921458454       ,0.000008944         ,2020      
101Nb     ,100.915306508       ,0.000004024         ,2020      
101Mo     ,100.910337648       ,0.000000331         ,2020      
101Tc     ,100.907305271       ,0.000025768         ,2020      
101Ru     ,100.905573086       ,0.000000443         ,2020      
101Rh     ,100.906158903       ,0.000006270         ,2020      
101Pd     ,100.908284824       ,0.000004925         ,2020      
101Ag     ,100.912683951       ,0.000005193         ,2020      
101Cd     ,100.918586209       ,0.000001600         ,2020      
101In     ,100.926414025       ,0.000012519         ,2020      
101Sn     ,100.935259252       ,0.000322068         ,2020      
102Rb     ,101.960008000       ,0.000089000         ,2020      
102Sr     ,101.944004679       ,0.000072000         ,2020      
102Y      ,101.934328471       ,0.000004381         ,2020      
102Zr     ,101.923154181       ,0.000009401         ,2020      
102Nb     ,101.918090447       ,0.000002695         ,2020      
102Mo     ,101.910293725       ,0.000008916         ,2020      
102Tc     ,101.909207239       ,0.000009840         ,2020      
102Ru     ,101.904340312       ,0.000000446         ,2020      
102Rh     ,101.906834282       ,0.000006880         ,2020      
102Pd     ,101.905632292       ,0.000000449         ,2020      
102Ag     ,101.911704538       ,0.000008771         ,2020      
102Cd     ,101.914481797       ,0.000001784         ,2020      
102In     ,101.924105911       ,0.000004909         ,2020      
102Sn     ,101.930289525       ,0.000107466         ,2020      
102Sb     ,101.945142          ,0.000429            ,2020      
103Rb     ,102.964401          ,0.000429            ,2020      
103Sr     ,102.949243          ,0.000215            ,2020      
103Y      ,102.937243796       ,0.000012029         ,2020      
103Zr     ,102.927204054       ,0.000009900         ,2020      
103Nb     ,102.919453416       ,0.000004224         ,2020      
103Mo     ,102.913091954       ,0.000009900         ,2020      
103Tc     ,102.909173960       ,0.000010531         ,2020      
103Ru     ,102.906314846       ,0.000000473         ,2020      
103Rh     ,102.905494081       ,0.000002470         ,2020      
103Pd     ,102.906111074       ,0.000000942         ,2020      
103Ag     ,102.908960558       ,0.000004400         ,2020      
103Cd     ,102.913416922       ,0.000001943         ,2020      
103In     ,102.919878830       ,0.000009640         ,2020      
103Sn     ,102.927973          ,0.000108            ,2020      
103Sb     ,102.939162          ,0.000322            ,2020      
104Rb     ,103.970531          ,0.000537            ,2020      
104Sr     ,103.953022          ,0.000322            ,2020      
104Y      ,103.941943          ,0.000215            ,2020      
104Zr     ,103.929449193       ,0.000010000         ,2020      
104Nb     ,103.922907728       ,0.000001915         ,2020      
104Mo     ,103.913747443       ,0.000009566         ,2020      
104Tc     ,103.911433718       ,0.000026716         ,2020      
104Ru     ,103.905425312       ,0.000002682         ,2020      
104Rh     ,103.906645309       ,0.000002471         ,2020      
104Pd     ,103.904030393       ,0.000001434         ,2020      
104Ag     ,103.908623715       ,0.000004527         ,2020      
104Cd     ,103.909856228       ,0.000001795         ,2020      
104In     ,103.918214538       ,0.000006200         ,2020      
104Sn     ,103.923105195       ,0.000006167         ,2020      
104Sb     ,103.936344          ,0.000109            ,2020      
104Te     ,103.946723408       ,0.000340967         ,2020      
105Sr     ,104.959001          ,0.000537            ,2020      
105Y      ,104.945711          ,0.000429            ,2020      
105Zr     ,104.934021832       ,0.000013000         ,2020      
105Nb     ,104.924942577       ,0.000004324         ,2020      
105Mo     ,104.916981989       ,0.000009721         ,2020      
105Tc     ,104.911662024       ,0.000037856         ,2020      
105Ru     ,104.907745478       ,0.000002683         ,2020      
105Rh     ,104.905687787       ,0.000002685         ,2020      
105Pd     ,104.905079479       ,0.000001222         ,2020      
105Ag     ,104.906525604       ,0.000004877         ,2020      
105Cd     ,104.909463893       ,0.000001494         ,2020      
105In     ,104.914502322       ,0.000011000         ,2020      
105Sn     ,104.921268421       ,0.000004263         ,2020      
105Sb     ,104.931276547       ,0.000023431         ,2020      
105Te     ,104.943304516       ,0.000322084         ,2020      
106Sr     ,105.963177          ,0.000644            ,2020      
106Y      ,105.950842          ,0.000537            ,2020      
106Zr     ,105.936930          ,0.000215            ,2020      
106Nb     ,105.928928505       ,0.000001520         ,2020      
106Mo     ,105.918273231       ,0.000009801         ,2020      
106Tc     ,105.914356674       ,0.000013150         ,2020      
106Ru     ,105.907328181       ,0.000005787         ,2020      
106Rh     ,105.907285879       ,0.000005786         ,2020      
106Pd     ,105.903480287       ,0.000001186         ,2020      
106Ag     ,105.906663499       ,0.000003237         ,2020      
106Cd     ,105.906459791       ,0.000001184         ,2020      
106In     ,105.913463596       ,0.000013125         ,2020      
106Sn     ,105.916957394       ,0.000005465         ,2020      
106Sb     ,105.928637979       ,0.000008000         ,2020      
106Te     ,105.937498521       ,0.000107934         ,2020      
106I      ,105.953516          ,0.000429            ,2020      
107Sr     ,106.969672          ,0.000751            ,2020      
107Y      ,106.954943          ,0.000537            ,2020      
107Zr     ,106.942007          ,0.000322            ,2020      
107Nb     ,106.931589685       ,0.000008612         ,2020      
107Mo     ,106.922119770       ,0.000009901         ,2020      
107Tc     ,106.915458437       ,0.000009310         ,2020      
107Ru     ,106.909969837       ,0.000009310         ,2020      
107Rh     ,106.906747975       ,0.000012937         ,2020      
107Pd     ,106.905128058       ,0.000001289         ,2020      
107Ag     ,106.905091509       ,0.000002556         ,2020      
107Cd     ,106.906612049       ,0.000001782         ,2020      
107In     ,106.910287497       ,0.000010363         ,2020      
107Sn     ,106.915713649       ,0.000005700         ,2020      
107Sb     ,106.924150621       ,0.000004452         ,2020      
107Te     ,106.934882          ,0.000108            ,2020      
107I      ,106.946935          ,0.000322            ,2020      
108Y      ,107.960515          ,0.000644            ,2020      
108Zr     ,107.945303          ,0.000429            ,2020      
108Nb     ,107.936075604       ,0.000008844         ,2020      
108Mo     ,107.924047508       ,0.000009901         ,2020      
108Tc     ,107.918493493       ,0.000009413         ,2020      
108Ru     ,107.910185793       ,0.000009318         ,2020      
108Rh     ,107.908715304       ,0.000015026         ,2020      
108Pd     ,107.903891806       ,0.000001189         ,2020      
108Ag     ,107.905950245       ,0.000002563         ,2020      
108Cd     ,107.904183588       ,0.000001205         ,2020      
108In     ,107.909693654       ,0.000009276         ,2020      
108Sn     ,107.911894290       ,0.000005778         ,2020      
108Sb     ,107.922226731       ,0.000005900         ,2020      
108Te     ,107.929380469       ,0.000005808         ,2020      
108I      ,107.943348          ,0.000109            ,2020      
108Xe     ,107.954232285       ,0.000407406         ,2020      
109Y      ,108.965131          ,0.000751            ,2020      
109Zr     ,108.950907          ,0.000537            ,2020      
109Nb     ,108.939141000       ,0.000462500         ,2020      
109Mo     ,108.928438318       ,0.000012000         ,2020      
109Tc     ,108.920254107       ,0.000010380         ,2020      
109Ru     ,108.913323707       ,0.000009612         ,2020      
109Rh     ,108.908749555       ,0.000004336         ,2020      
109Pd     ,108.905950576       ,0.000001195         ,2020      
109Ag     ,108.904755778       ,0.000001381         ,2020      
109Cd     ,108.904986697       ,0.000001649         ,2020      
109In     ,108.907149679       ,0.000004261         ,2020      
109Sn     ,108.911292857       ,0.000008533         ,2020      
109Sb     ,108.918141203       ,0.000005652         ,2020      
109Te     ,108.927304532       ,0.000004704         ,2020      
109I      ,108.938086022       ,0.000007223         ,2020      
109Xe     ,108.950434955       ,0.000322178         ,2020      
110Zr     ,109.954675          ,0.000537            ,2020      
110Nb     ,109.943843000       ,0.000900000         ,2020      
110Mo     ,109.930717956       ,0.000026000         ,2020      
110Tc     ,109.923741263       ,0.000010195         ,2020      
110Ru     ,109.914038501       ,0.000009580         ,2020      
110Rh     ,109.911079745       ,0.000019114         ,2020      
110Pd     ,109.905172878       ,0.000000657         ,2020      
110Ag     ,109.906110724       ,0.000001380         ,2020      
110Cd     ,109.903007470       ,0.000000407         ,2020      
110In     ,109.907170674       ,0.000012402         ,2020      
110Sn     ,109.907844835       ,0.000014790         ,2020      
110Sb     ,109.916854283       ,0.000006400         ,2020      
110Te     ,109.922458102       ,0.000007058         ,2020      
110I      ,109.935085102       ,0.000066494         ,2020      
110Xe     ,109.944258759       ,0.000108415         ,2020      
111Zr     ,110.960837          ,0.000644            ,2020      
111Nb     ,110.947439          ,0.000322            ,2020      
111Mo     ,110.935651966       ,0.000013503         ,2020      
111Tc     ,110.925898966       ,0.000011359         ,2020      
111Ru     ,110.917567566       ,0.000010394         ,2020      
111Rh     ,110.911643164       ,0.000007356         ,2020      
111Pd     ,110.907690358       ,0.000000785         ,2020      
111Ag     ,110.905296827       ,0.000001565         ,2020      
111Cd     ,110.904183776       ,0.000000383         ,2020      
111In     ,110.905107236       ,0.000003675         ,2020      
111Sn     ,110.907741143       ,0.000005728         ,2020      
111Sb     ,110.913218187       ,0.000009500         ,2020      
111Te     ,110.921000587       ,0.000006900         ,2020      
111I      ,110.930269236       ,0.000005103         ,2020      
111Xe     ,110.941470          ,0.000124            ,2020      
111Cs     ,110.953945          ,0.000215            ,2020      
112Zr     ,111.965196          ,0.000751            ,2020      
112Nb     ,111.952689          ,0.000322            ,2020      
112Mo     ,111.938293          ,0.000215            ,2020      
112Tc     ,111.929941658       ,0.000005920         ,2020      
112Ru     ,111.918806922       ,0.000010305         ,2020      
112Rh     ,111.914405199       ,0.000047327         ,2020      
112Pd     ,111.907330557       ,0.000007027         ,2020      
112Ag     ,111.907048548       ,0.000002600         ,2020      
112Cd     ,111.902763896       ,0.000000268         ,2020      
112In     ,111.905538718       ,0.000004563         ,2020      
112Sn     ,111.904824894       ,0.000000315         ,2020      
112Sb     ,111.912399903       ,0.000019140         ,2020      
112Te     ,111.916727848       ,0.000009000         ,2020      
112I      ,111.928004548       ,0.000011000         ,2020      
112Xe     ,111.935559068       ,0.000008891         ,2020      
112Cs     ,111.950172          ,0.000124            ,2020      
113Zr     ,112.971723          ,0.000322            ,2020      
113Nb     ,112.956833          ,0.000429            ,2020      
113Mo     ,112.943478          ,0.000322            ,2020      
113Tc     ,112.932569032       ,0.000003600         ,2020      
113Ru     ,112.922846729       ,0.000041097         ,2020      
113Rh     ,112.915440212       ,0.000007656         ,2020      
113Pd     ,112.910261912       ,0.000007458         ,2020      
113Ag     ,112.906572865       ,0.000017866         ,2020      
113Cd     ,112.904408105       ,0.000000262         ,2020      
113In     ,112.904060451       ,0.000000202         ,2020      
113Sn     ,112.905175857       ,0.000001690         ,2020      
113Sb     ,112.909374664       ,0.000018457         ,2020      
113Te     ,112.915891000       ,0.000030000         ,2020      
113I      ,112.923650062       ,0.000008600         ,2020      
113Xe     ,112.933221663       ,0.000007342         ,2020      
113Cs     ,112.944428484       ,0.000009207         ,2020      
113Ba     ,112.957370          ,0.000322            ,2020      
114Nb     ,113.962469          ,0.000537            ,2020      
114Mo     ,113.946666          ,0.000322            ,2020      
114Tc     ,113.937090000       ,0.000465000         ,2020      
114Ru     ,113.924614430       ,0.000003817         ,2020      
114Rh     ,113.918721680       ,0.000076824         ,2020      
114Pd     ,113.910369430       ,0.000007459         ,2020      
114Ag     ,113.908823029       ,0.000004900         ,2020      
114Cd     ,113.903364998       ,0.000000296         ,2020      
114In     ,113.904916405       ,0.000000323         ,2020      
114Sn     ,113.902780130       ,0.000000031         ,2020      
114Sb     ,113.909289155       ,0.000021226         ,2020      
114Te     ,113.912087820       ,0.000026224         ,2020      
114I      ,113.922018900       ,0.000021500         ,2020      
114Xe     ,113.927980329       ,0.000012000         ,2020      
114Cs     ,113.941292244       ,0.000091323         ,2020      
114Ba     ,113.950718489       ,0.000110227         ,2020      
115Nb     ,114.966849          ,0.000537            ,2020      
115Mo     ,114.952174          ,0.000429            ,2020      
115Tc     ,114.940100          ,0.000210            ,2020      
115Ru     ,114.929033049       ,0.000027016         ,2020      
115Rh     ,114.920311649       ,0.000007857         ,2020      
115Pd     ,114.913659333       ,0.000014543         ,2020      
115Ag     ,114.908767445       ,0.000019611         ,2020      
115Cd     ,114.905437426       ,0.000000699         ,2020      
115In     ,114.903878772       ,0.000000012         ,2020      
115Sn     ,114.903344695       ,0.000000016         ,2020      
115Sb     ,114.906598000       ,0.000017203         ,2020      
115Te     ,114.911902000       ,0.000030000         ,2020      
115I      ,114.918048000       ,0.000031000         ,2020      
115Xe     ,114.926293943       ,0.000013000         ,2020      
115Cs     ,114.935910          ,0.000110            ,2020      
115Ba     ,114.947482          ,0.000215            ,2020      
116Nb     ,115.972914          ,0.000322            ,2020      
116Mo     ,115.955759          ,0.000537            ,2020      
116Tc     ,115.945020          ,0.000320            ,2020      
116Ru     ,115.931219191       ,0.000004000         ,2020      
116Rh     ,115.924062060       ,0.000079261         ,2020      
116Pd     ,115.914297872       ,0.000007659         ,2020      
116Ag     ,115.911386809       ,0.000003500         ,2020      
116Cd     ,115.904763230       ,0.000000172         ,2020      
116In     ,115.905259992       ,0.000000236         ,2020      
116Sn     ,115.901742825       ,0.000000103         ,2020      
116Sb     ,115.906792732       ,0.000005533         ,2020      
116Te     ,115.908465558       ,0.000025986         ,2020      
116I      ,115.916885513       ,0.000080555         ,2020      
116Xe     ,115.921580955       ,0.000013974         ,2020      
116Cs     ,115.933395          ,0.000108            ,2020      
116Ba     ,115.941621          ,0.000215            ,2020      
116La     ,115.957005          ,0.000345            ,2020      
117Mo     ,116.961686          ,0.000537            ,2020      
117Tc     ,116.948320          ,0.000429            ,2020      
117Ru     ,116.936135000       ,0.000465000         ,2020      
117Rh     ,116.926036291       ,0.000009548         ,2020      
117Pd     ,116.917955584       ,0.000007788         ,2020      
117Ag     ,116.911774086       ,0.000014570         ,2020      
117Cd     ,116.907226039       ,0.000001087         ,2020      
117In     ,116.904515729       ,0.000005239         ,2020      
117Sn     ,116.902954036       ,0.000000518         ,2020      
117Sb     ,116.904841519       ,0.000009057         ,2020      
117Te     ,116.908646227       ,0.000014444         ,2020      
117I      ,116.913645649       ,0.000027437         ,2020      
117Xe     ,116.920358758       ,0.000011141         ,2020      
117Cs     ,116.928616723       ,0.000067000         ,2020      
117Ba     ,116.938316403       ,0.000268749         ,2020      
117La     ,116.950326          ,0.000215            ,2020      
118Mo     ,117.965249          ,0.000537            ,2020      
118Tc     ,117.953526          ,0.000429            ,2020      
118Ru     ,117.938808          ,0.000215            ,2020      
118Rh     ,117.930341116       ,0.000026018         ,2020      
118Pd     ,117.919067273       ,0.000002677         ,2020      
118Ag     ,117.914595484       ,0.000002700         ,2020      
118Cd     ,117.906921956       ,0.000021471         ,2020      
118In     ,117.906356705       ,0.000008322         ,2020      
118Sn     ,117.901606630       ,0.000000536         ,2020      
118Sb     ,117.905532194       ,0.000003237         ,2020      
118Te     ,117.905860104       ,0.000019652         ,2020      
118I      ,117.913074000       ,0.000021213         ,2020      
118Xe     ,117.916178678       ,0.000011141         ,2020      
118Cs     ,117.926559517       ,0.000013690         ,2020      
118Ba     ,117.933226          ,0.000215            ,2020      
118La     ,117.946731          ,0.000322            ,2020      
119Mo     ,118.971465          ,0.000322            ,2020      
119Tc     ,118.956876          ,0.000537            ,2020      
119Ru     ,118.944090          ,0.000322            ,2020      
119Rh     ,118.932556951       ,0.000010000         ,2020      
119Pd     ,118.923341138       ,0.000008854         ,2020      
119Ag     ,118.915570309       ,0.000015783         ,2020      
119Cd     ,118.909847052       ,0.000040467         ,2020      
119In     ,118.905851622       ,0.000007847         ,2020      
119Sn     ,118.903311266       ,0.000000778         ,2020      
119Sb     ,118.903944062       ,0.000007512         ,2020      
119Te     ,118.906405699       ,0.000007813         ,2020      
119I      ,118.910060910       ,0.000023302         ,2020      
119Xe     ,118.915410641       ,0.000011141         ,2020      
119Cs     ,118.922377327       ,0.000014965         ,2020      
119Ba     ,118.930659683       ,0.000214997         ,2020      
119La     ,118.940934          ,0.000322            ,2020      
119Ce     ,118.952957          ,0.000537            ,2020      
120Tc     ,119.962426          ,0.000537            ,2020      
120Ru     ,119.946623          ,0.000429            ,2020      
120Rh     ,119.937069          ,0.000215            ,2020      
120Pd     ,119.924551745       ,0.000002464         ,2020      
120Ag     ,119.918784765       ,0.000004800         ,2020      
120Cd     ,119.909868065       ,0.000004000         ,2020      
120In     ,119.907967489       ,0.000042953         ,2020      
120Sn     ,119.902202557       ,0.000000987         ,2020      
120Sb     ,119.905080308       ,0.000007728         ,2020      
120Te     ,119.904065779       ,0.000001880         ,2020      
120I      ,119.910093729       ,0.000016212         ,2020      
120Xe     ,119.911784267       ,0.000012686         ,2020      
120Cs     ,119.920677277       ,0.000010702         ,2020      
120Ba     ,119.926044997       ,0.000322241         ,2020      
120La     ,119.938196          ,0.000322            ,2020      
120Ce     ,119.946613          ,0.000537            ,2020      
121Tc     ,120.966140          ,0.000537            ,2020      
121Ru     ,120.952098          ,0.000429            ,2020      
121Rh     ,120.939613000       ,0.000665000         ,2020      
121Pd     ,120.928950342       ,0.000003600         ,2020      
121Ag     ,120.920125279       ,0.000013000         ,2020      
121Cd     ,120.912963660       ,0.000002085         ,2020      
