nuclide   ,mass                ,uncertainty         ,Year/link 
139Ce     ,138.906647029       ,0.000002242         ,2020      
139Pr     ,138.908932700       ,0.000003917         ,2020      
139Nd     ,138.911951208       ,0.000029545         ,2020      
139Pm     ,138.916799228       ,0.000014587         ,2020      
139Sm     ,138.922296631       ,0.000011684         ,2020      
139Eu     ,138.929792307       ,0.000014117         ,2020      
139Gd     ,138.938130          ,0.000210            ,2020      
139Tb     ,138.948330          ,0.000320            ,2020      
139Dy     ,138.959527          ,0.000537            ,2020      
140Sn     ,139.962973          ,0.000322            ,2020      
140Sb     ,139.952345          ,0.000644            ,2020      
140Te     ,139.939487057       ,0.000015434         ,2020      
140I      ,139.931715914       ,0.000013000         ,2020      
140Xe     ,139.921645814       ,0.000002500         ,2020      
140Cs     ,139.917283707       ,0.000008801         ,2020      
140Ba     ,139.910608231       ,0.000008480         ,2020      
140La     ,139.909487285       ,0.000000651         ,2020      
140Ce     ,139.905448433       ,0.000001409         ,2020      
140Pr     ,139.909085600       ,0.000006593         ,2020      
140Nd     ,139.909546130       ,0.000003500         ,2020      
140Pm     ,139.916035918       ,0.000026001         ,2020      
140Sm     ,139.918994714       ,0.000013416         ,2020      
140Eu     ,139.928087633       ,0.000055328         ,2020      
140Gd     ,139.933674000       ,0.000030000         ,2020      
140Tb     ,139.945805048       ,0.000859359         ,2020      
140Dy     ,139.954020          ,0.000430            ,2020      
140Ho     ,139.968526          ,0.000537            ,2020      
141Sb     ,140.957552          ,0.000537            ,2020      
141Te     ,140.945604          ,0.000429            ,2020      
141I      ,140.935666081       ,0.000017000         ,2020      
141Xe     ,140.926787181       ,0.000003100         ,2020      
141Cs     ,140.920045279       ,0.000009871         ,2020      
141Ba     ,140.914403653       ,0.000005709         ,2020      
141La     ,140.910971155       ,0.000004430         ,2020      
141Ce     ,140.908285991       ,0.000001411         ,2020      
141Pr     ,140.907659604       ,0.000001607         ,2020      
141Nd     ,140.909616690       ,0.000003417         ,2020      
141Pm     ,140.913555081       ,0.000015000         ,2020      
141Sm     ,140.918481545       ,0.000009162         ,2020      
141Eu     ,140.924931734       ,0.000013568         ,2020      
141Gd     ,140.932126000       ,0.000021213         ,2020      
141Tb     ,140.941448000       ,0.000113000         ,2020      
141Dy     ,140.951280          ,0.000320            ,2020      
141Ho     ,140.963108          ,0.000430            ,2020      
142Sb     ,141.963918          ,0.000322            ,2020      
142Te     ,141.950027          ,0.000537            ,2020      
142I      ,141.941166595       ,0.000005300         ,2020      
142Xe     ,141.929973095       ,0.000002900         ,2020      
142Cs     ,141.924299514       ,0.000007586         ,2020      
142Ba     ,141.916432904       ,0.000006355         ,2020      
142La     ,141.914090760       ,0.000006748         ,2020      
142Ce     ,141.909250208       ,0.000002623         ,2020      
142Pr     ,141.910051640       ,0.000001607         ,2020      
142Nd     ,141.907728824       ,0.000001348         ,2020      
142Pm     ,141.912890982       ,0.000025330         ,2020      
142Sm     ,141.915209415       ,0.000002002         ,2020      
142Eu     ,141.923446719       ,0.000032268         ,2020      
142Gd     ,141.928116000       ,0.000030000         ,2020      
142Tb     ,141.939280858       ,0.000752079         ,2020      
142Dy     ,141.946194          ,0.000782            ,2020      
142Ho     ,141.960010          ,0.000430            ,2020      
142Er     ,141.970016          ,0.000537            ,2020      
143Te     ,142.956489          ,0.000537            ,2020      
143I      ,142.945475          ,0.000215            ,2020      
143Xe     ,142.935369550       ,0.000005000         ,2020      
143Cs     ,142.927347346       ,0.000008130         ,2020      
143Ba     ,142.920625149       ,0.000007253         ,2020      
143La     ,142.916079482       ,0.000007868         ,2020      
143Ce     ,142.912391953       ,0.000002621         ,2020      
143Pr     ,142.910822624       ,0.000001949         ,2020      
143Nd     ,142.909819815       ,0.000001347         ,2020      
143Pm     ,142.910938068       ,0.000003160         ,2020      
143Sm     ,142.914634848       ,0.000002951         ,2020      
143Eu     ,142.920298678       ,0.000011793         ,2020      
143Gd     ,142.926750678       ,0.000215032         ,2020      
143Tb     ,142.935137332       ,0.000055000         ,2020      
143Dy     ,142.943994332       ,0.000014000         ,2020      
143Ho     ,142.954860          ,0.000320            ,2020      
143Er     ,142.966548          ,0.000429            ,2020      
144Te     ,143.961116          ,0.000322            ,2020      
144I      ,143.951336          ,0.000429            ,2020      
144Xe     ,143.938945076       ,0.000005700         ,2020      
144Cs     ,143.932075402       ,0.000021612         ,2020      
144Ba     ,143.922954821       ,0.000007661         ,2020      
144La     ,143.919645589       ,0.000013888         ,2020      
144Ce     ,143.913652763       ,0.000003041         ,2020      
144Pr     ,143.913310682       ,0.000002907         ,2020      
144Nd     ,143.910092798       ,0.000001346         ,2020      
144Pm     ,143.912596208       ,0.000003126         ,2020      
144Sm     ,143.912006285       ,0.000001566         ,2020      
144Eu     ,143.918819481       ,0.000011580         ,2020      
144Gd     ,143.922963000       ,0.000030000         ,2020      
144Tb     ,143.933045000       ,0.000030000         ,2020      
144Dy     ,143.939269512       ,0.000007700         ,2020      
144Ho     ,143.952109712       ,0.000009100         ,2020      
144Er     ,143.960700          ,0.000210            ,2020      
144Tm     ,143.976211          ,0.000429            ,2020      
145Te     ,144.967783          ,0.000322            ,2020      
145I      ,144.955845          ,0.000537            ,2020      
145Xe     ,144.944719631       ,0.000012000         ,2020      
145Cs     ,144.935528927       ,0.000009733         ,2020      
145Ba     ,144.927518400       ,0.000009100         ,2020      
145La     ,144.921808065       ,0.000013170         ,2020      
145Ce     ,144.917265113       ,0.000036393         ,2020      
145Pr     ,144.914517987       ,0.000007674         ,2020      
145Nd     ,144.912579151       ,0.000001364         ,2020      
145Pm     ,144.912755748       ,0.000003011         ,2020      
145Sm     ,144.913417157       ,0.000001594         ,2020      
145Eu     ,144.916272659       ,0.000003285         ,2020      
145Gd     ,144.921710051       ,0.000021165         ,2020      
145Tb     ,144.928717001       ,0.000119051         ,2020      
145Dy     ,144.937473992       ,0.000007000         ,2020      
145Ho     ,144.947267392       ,0.000008000         ,2020      
145Er     ,144.957874          ,0.000215            ,2020      
145Tm     ,144.970389          ,0.000210            ,2020      
146I      ,145.961846          ,0.000322            ,2020      
146Xe     ,145.948518245       ,0.000026000         ,2020      
146Cs     ,145.940621867       ,0.000003106         ,2020      
146Ba     ,145.930363200       ,0.000001900         ,2020      
146La     ,145.925688017       ,0.000001797         ,2020      
146Ce     ,145.918812294       ,0.000015743         ,2020      
146Pr     ,145.917687630       ,0.000036882         ,2020      
146Nd     ,145.913122459       ,0.000001366         ,2020      
146Pm     ,145.914702240       ,0.000004589         ,2020      
146Sm     ,145.913046835       ,0.000003269         ,2020      
146Eu     ,145.917210852       ,0.000006451         ,2020      
146Gd     ,145.918318513       ,0.000004376         ,2020      
146Tb     ,145.927252739       ,0.000048159         ,2020      
146Dy     ,145.932844526       ,0.000007187         ,2020      
146Ho     ,145.944993503       ,0.000007071         ,2020      
146Er     ,145.952418357       ,0.000007197         ,2020      
146Tm     ,145.966661          ,0.000215            ,2020      
147I      ,146.966505          ,0.000322            ,2020      
147Xe     ,146.954482          ,0.000215            ,2020      
147Cs     ,146.944261512       ,0.000009000         ,2020      
147Ba     ,146.935303900       ,0.000021200         ,2020      
147La     ,146.928417800       ,0.000011500         ,2020      
147Ce     ,146.922689900       ,0.000009211         ,2020      
147Pr     ,146.919007438       ,0.000017020         ,2020      
147Nd     ,146.916105969       ,0.000001368         ,2020      
147Pm     ,146.915144944       ,0.000001382         ,2020      
147Sm     ,146.914904401       ,0.000001354         ,2020      
147Eu     ,146.916752440       ,0.000002758         ,2020      
147Gd     ,146.919101014       ,0.000002025         ,2020      
147Tb     ,146.924054620       ,0.000008691         ,2020      
147Dy     ,146.931082712       ,0.000009500         ,2020      
147Ho     ,146.940142293       ,0.000005368         ,2020      
147Er     ,146.949964456       ,0.000041000         ,2020      
147Tm     ,146.961379887       ,0.000007341         ,2020      
148Xe     ,147.958508          ,0.000322            ,2020      
148Cs     ,147.949639026       ,0.000014000         ,2020      
148Ba     ,147.938223000       ,0.000001600         ,2020      
148La     ,147.932679400       ,0.000020900         ,2020      
148Ce     ,147.924424186       ,0.000012017         ,2020      
148Pr     ,147.922129992       ,0.000016147         ,2020      
148Nd     ,147.916899027       ,0.000002203         ,2020      
148Pm     ,147.917481091       ,0.000006108         ,2020      
148Sm     ,147.914829233       ,0.000001337         ,2020      
148Eu     ,147.918091288       ,0.000010693         ,2020      
148Gd     ,147.918121414       ,0.000001566         ,2020      
148Tb     ,147.924275476       ,0.000013379         ,2020      
148Dy     ,147.927149944       ,0.000009365         ,2020      
148Ho     ,147.937743925       ,0.000090000         ,2020      
148Er     ,147.944735026       ,0.000011000         ,2020      
148Tm     ,147.958384026       ,0.000011000         ,2020      
148Yb     ,147.967547          ,0.000429            ,2020      
149Xe     ,148.964573          ,0.000322            ,2020      
149Cs     ,148.953516          ,0.000429            ,2020      
149Ba     ,148.943284000       ,0.000002700         ,2020      
149La     ,148.935351259       ,0.000214990         ,2020      
149Ce     ,148.928426900       ,0.000011000         ,2020      
149Pr     ,148.923736100       ,0.000010600         ,2020      
149Nd     ,148.920154583       ,0.000002205         ,2020      
149Pm     ,148.918341507       ,0.000002344         ,2020      
149Sm     ,148.917191211       ,0.000001241         ,2020      
149Eu     ,148.917936875       ,0.000004190         ,2020      
149Gd     ,148.919347666       ,0.000003553         ,2020      
149Tb     ,148.923253792       ,0.000003895         ,2020      
149Dy     ,148.927327516       ,0.000009858         ,2020      
149Ho     ,148.933820457       ,0.000012866         ,2020      
149Er     ,148.942306000       ,0.000030000         ,2020      
149Tm     ,148.952828          ,0.000215            ,2020      
149Yb     ,148.964219          ,0.000322            ,2020      
150Xe     ,149.968878          ,0.000322            ,2020      
150Cs     ,149.959023          ,0.000429            ,2020      
150Ba     ,149.946441100       ,0.000006100         ,2020      
150La     ,149.939547500       ,0.000002700         ,2020      
150Ce     ,149.930384032       ,0.000012556         ,2020      
150Pr     ,149.926676391       ,0.000009677         ,2020      
150Nd     ,149.920901322       ,0.000001211         ,2020      
150Pm     ,149.920990014       ,0.000021504         ,2020      
150Sm     ,149.917281993       ,0.000001193         ,2020      
150Eu     ,149.919707092       ,0.000006688         ,2020      
150Gd     ,149.918663949       ,0.000006500         ,2020      
150Tb     ,149.923664799       ,0.000007912         ,2020      
150Dy     ,149.925593068       ,0.000004636         ,2020      
150Ho     ,149.933498353       ,0.000015209         ,2020      
150Er     ,149.937915524       ,0.000018458         ,2020      
150Tm     ,149.950090          ,0.000210            ,2020      
150Yb     ,149.958314          ,0.000322            ,2020      
150Lu     ,149.973407          ,0.000322            ,2020      
151Cs     ,150.963199          ,0.000537            ,2020      
151Ba     ,150.951755          ,0.000429            ,2020      
151La     ,150.942769000       ,0.000467500         ,2020      
151Ce     ,150.934272200       ,0.000019000         ,2020      
151Pr     ,150.928309066       ,0.000012506         ,2020      
151Nd     ,150.923839363       ,0.000001215         ,2020      
151Pm     ,150.921216613       ,0.000004949         ,2020      
151Sm     ,150.919938859       ,0.000001191         ,2020      
151Eu     ,150.919856606       ,0.000001251         ,2020      
151Gd     ,150.920354922       ,0.000003212         ,2020      
151Tb     ,150.923108970       ,0.000004395         ,2020      
151Dy     ,150.926191279       ,0.000003486         ,2020      
151Ho     ,150.931698176       ,0.000008908         ,2020      
151Er     ,150.937448567       ,0.000017681         ,2020      
151Tm     ,150.945494433       ,0.000020799         ,2020      
151Yb     ,150.955402453       ,0.000322591         ,2020      
151Lu     ,150.967471          ,0.000322            ,2020      
152Cs     ,151.968728          ,0.000537            ,2020      
152Ba     ,151.955330          ,0.000429            ,2020      
152La     ,151.947085          ,0.000322            ,2020      
152Ce     ,151.936682          ,0.000215            ,2020      
152Pr     ,151.931552900       ,0.000019900         ,2020      
152Nd     ,151.924691242       ,0.000026276         ,2020      
152Pm     ,151.923505185       ,0.000027809         ,2020      
152Sm     ,151.919738646       ,0.000001090         ,2020      
152Eu     ,151.921750980       ,0.000001252         ,2020      
152Gd     ,151.919798414       ,0.000001081         ,2020      
152Tb     ,151.924081855       ,0.000042955         ,2020      
152Dy     ,151.924725274       ,0.000004930         ,2020      
152Ho     ,151.931717618       ,0.000013449         ,2020      
152Er     ,151.935050347       ,0.000009478         ,2020      
152Tm     ,151.944476000       ,0.000058000         ,2020      
152Yb     ,151.950326699       ,0.000160718         ,2020      
152Lu     ,151.964120          ,0.000210            ,2020      
153Ba     ,152.960848          ,0.000429            ,2020      
153La     ,152.950553          ,0.000322            ,2020      
153Ce     ,152.941052          ,0.000215            ,2020      
153Pr     ,152.933903511       ,0.000012755         ,2020      
153Nd     ,152.927717868       ,0.000002949         ,2020      
153Pm     ,152.924156252       ,0.000009729         ,2020      
153Sm     ,152.922103576       ,0.000001100         ,2020      
153Eu     ,152.921236789       ,0.000001257         ,2020      
153Gd     ,152.921756945       ,0.000001075         ,2020      
153Tb     ,152.923441694       ,0.000004237         ,2020      
153Dy     ,152.925771729       ,0.000004295         ,2020      
153Ho     ,152.930206671       ,0.000005438         ,2020      
153Er     ,152.935086350       ,0.000009967         ,2020      
153Tm     ,152.942058023       ,0.000012860         ,2020      
153Yb     ,152.949372          ,0.000215            ,2020      
153Lu     ,152.958802248       ,0.000161050         ,2020      
153Hf     ,152.970692          ,0.000322            ,2020      
154Ba     ,153.964659          ,0.000537            ,2020      
154La     ,153.955416          ,0.000322            ,2020      
154Ce     ,153.943940          ,0.000215            ,2020      
154Pr     ,153.937885165       ,0.000107360         ,2020      
154Nd     ,153.929597404       ,0.000001100         ,2020      
154Pm     ,153.926712791       ,0.000026861         ,2020      
154Sm     ,153.922215756       ,0.000001400         ,2020      
154Eu     ,153.922985699       ,0.000001275         ,2020      
154Gd     ,153.920872974       ,0.000001066         ,2020      
154Tb     ,153.924683681       ,0.000048641         ,2020      
154Dy     ,153.924428920       ,0.000007977         ,2020      
154Ho     ,153.930606776       ,0.000008820         ,2020      
154Er     ,153.932790799       ,0.000005325         ,2020      
154Tm     ,153.941570062       ,0.000015471         ,2020      
154Yb     ,153.946395696       ,0.000018551         ,2020      
154Lu     ,153.957416          ,0.000216            ,2020      
154Hf     ,153.964863          ,0.000322            ,2020      
155La     ,154.959280          ,0.000429            ,2020      
155Ce     ,154.948706          ,0.000322            ,2020      
155Pr     ,154.940509193       ,0.000018462         ,2020      
155Nd     ,154.933135598       ,0.000009826         ,2020      
155Pm     ,154.928136951       ,0.000005065         ,2020      
155Sm     ,154.924646645       ,0.000001429         ,2020      
155Eu     ,154.922899847       ,0.000001343         ,2020      
155Gd     ,154.922629356       ,0.000001055         ,2020      
155Tb     ,154.923509511       ,0.000010552         ,2020      
155Dy     ,154.925758049       ,0.000010354         ,2020      
155Ho     ,154.929103363       ,0.000018754         ,2020      
155Er     ,154.933215710       ,0.000006520         ,2020      
155Tm     ,154.939209576       ,0.000010651         ,2020      
155Yb     ,154.945783216       ,0.000017820         ,2020      
155Lu     ,154.954326005       ,0.000020660         ,2020      
155Hf     ,154.963167          ,0.000322            ,2020      
155Ta     ,154.974248          ,0.000322            ,2020      
156La     ,155.964519          ,0.000429            ,2020      
156Ce     ,155.951884          ,0.000322            ,2020      
156Pr     ,155.944766900       ,0.000001100         ,2020      
156Nd     ,155.935370358       ,0.000001400         ,2020      
156Pm     ,155.931114059       ,0.000001275         ,2020      
156Sm     ,155.925538191       ,0.000009148         ,2020      
156Eu     ,155.924762976       ,0.000003791         ,2020      
156Gd     ,155.922130120       ,0.000001054         ,2020      
156Tb     ,155.924754209       ,0.000004044         ,2020      
156Dy     ,155.924283593       ,0.000001060         ,2020      
156Ho     ,155.929641634       ,0.000041249         ,2020      
156Er     ,155.931065926       ,0.000026440         ,2020      
156Tm     ,155.938985746       ,0.000015328         ,2020      
156Yb     ,155.942817096       ,0.000009992         ,2020      
156Lu     ,155.953086606       ,0.000058102         ,2020      
156Hf     ,155.959399083       ,0.000160752         ,2020      
156Ta     ,155.972087          ,0.000322            ,2020      
157La     ,156.968792          ,0.000322            ,2020      
157Ce     ,156.957133          ,0.000429            ,2020      
157Pr     ,156.948003100       ,0.000003400         ,2020      
157Nd     ,156.939351074       ,0.000002294         ,2020      
157Pm     ,156.933121298       ,0.000007521         ,2020      
157Sm     ,156.928418598       ,0.000004759         ,2020      
157Eu     ,156.925432556       ,0.000004545         ,2020      
157Gd     ,156.923967424       ,0.000001048         ,2020      
157Tb     ,156.924031888       ,0.000001092         ,2020      
157Dy     ,156.925469555       ,0.000005532         ,2020      
157Ho     ,156.928251974       ,0.000025194         ,2020      
157Er     ,156.931922652       ,0.000028454         ,2020      
157Tm     ,156.936973000       ,0.000030000         ,2020      
157Yb     ,156.942651368       ,0.000011706         ,2020      
157Lu     ,156.950144807       ,0.000012961         ,2020      
157Hf     ,156.958288          ,0.000215            ,2020      
157Ta     ,156.968227445       ,0.000161087         ,2020      
157W      ,156.978862          ,0.000429            ,2020      
158Ce     ,157.960773          ,0.000429            ,2020      
158Pr     ,157.952603          ,0.000322            ,2020      
158Nd     ,157.942205620       ,0.000001400         ,2020      
158Pm     ,157.936546948       ,0.000000953         ,2020      
158Sm     ,157.929949262       ,0.000005133         ,2020      
158Eu     ,157.927782192       ,0.000002181         ,2020      
158Gd     ,157.924111200       ,0.000001048         ,2020      
158Tb     ,157.925419942       ,0.000001360         ,2020      
158Dy     ,157.924414817       ,0.000002509         ,2020      
158Ho     ,157.928944910       ,0.000029099         ,2020      
158Er     ,157.929893474       ,0.000027074         ,2020      
158Tm     ,157.936979525       ,0.000027074         ,2020      
158Yb     ,157.939871202       ,0.000008559         ,2020      
158Lu     ,157.949315620       ,0.000016236         ,2020      
158Hf     ,157.954801217       ,0.000018780         ,2020      
158Ta     ,157.966593          ,0.000215            ,2020      
158W      ,157.974565          ,0.000322            ,2020      
159Ce     ,158.966355          ,0.000537            ,2020      
159Pr     ,158.956232          ,0.000429            ,2020      
159Nd     ,158.946619085       ,0.000032000         ,2020      
159Pm     ,158.939286409       ,0.000010777         ,2020      
159Sm     ,158.933217130       ,0.000006370         ,2020      
159Eu     ,158.929099512       ,0.000004637         ,2020      
159Gd     ,158.926395822       ,0.000001051         ,2020      
159Tb     ,158.925353707       ,0.000001184         ,2020      
159Dy     ,158.925745938       ,0.000001544         ,2020      
159Ho     ,158.927718683       ,0.000003268         ,2020      
159Er     ,158.930690790       ,0.000003910         ,2020      
159Tm     ,158.934975000       ,0.000030000         ,2020      
159Yb     ,158.940060257       ,0.000018874         ,2020      
159Lu     ,158.946635615       ,0.000040433         ,2020      
159Hf     ,158.953995837       ,0.000018049         ,2020      
159Ta     ,158.963028046       ,0.000021137         ,2020      
159W      ,158.972696          ,0.000322            ,2020      
159Re     ,158.984106          ,0.000327            ,2020      
160Pr     ,159.961138          ,0.000429            ,2020      
160Nd     ,159.949839172       ,0.000050000         ,2020      
160Pm     ,159.943215272       ,0.000002200         ,2020      
160Sm     ,159.935337032       ,0.000002100         ,2020      
160Eu     ,159.931836982       ,0.000000970         ,2020      
160Gd     ,159.927061202       ,0.000001206         ,2020      
160Tb     ,159.927174553       ,0.000001191         ,2020      
160Dy     ,159.925203578       ,0.000000751         ,2020      
160Ho     ,159.928735538       ,0.000016120         ,2020      
160Er     ,159.929077193       ,0.000026029         ,2020      
160Tm     ,159.935264177       ,0.000035089         ,2020      
160Yb     ,159.937559210       ,0.000005900         ,2020      
160Lu     ,159.946033000       ,0.000061000         ,2020      
160Hf     ,159.950682728       ,0.000010241         ,2020      
160Ta     ,159.961541678       ,0.000058310         ,2020      
160W      ,159.968513946       ,0.000160828         ,2020      
160Re     ,159.981880          ,0.000322            ,2020      
161Pr     ,160.965121          ,0.000537            ,2020      
161Nd     ,160.954664          ,0.000429            ,2020      
161Pm     ,160.946229837       ,0.000009700         ,2020      
161Sm     ,160.939160062       ,0.000007318         ,2020      
161Eu     ,160.933663991       ,0.000011164         ,2020      
161Gd     ,160.929676267       ,0.000001614         ,2020      
161Tb     ,160.927576806       ,0.000001308         ,2020      
161Dy     ,160.926939425       ,0.000000748         ,2020      
161Ho     ,160.927861815       ,0.000002309         ,2020      
161Er     ,160.930003530       ,0.000009419         ,2020      
161Tm     ,160.933549000       ,0.000030000         ,2020      
161Yb     ,160.937912384       ,0.000016211         ,2020      
161Lu     ,160.943572000       ,0.000030000         ,2020      
161Hf     ,160.950277927       ,0.000025174         ,2020      
161Ta     ,160.958369489       ,0.000026174         ,2020      
161W      ,160.967249          ,0.000215            ,2020      
161Re     ,160.977624313       ,0.000160930         ,2020      
161Os     ,160.989054          ,0.000429            ,2020      
162Nd     ,161.958121          ,0.000429            ,2020      
162Pm     ,161.950574          ,0.000322            ,2020      
162Sm     ,161.941621687       ,0.000003782         ,2020      
162Eu     ,161.936958329       ,0.000001410         ,2020      
162Gd     ,161.930991812       ,0.000004254         ,2020      
162Tb     ,161.929275400       ,0.000002200         ,2020      
162Dy     ,161.926804507       ,0.000000746         ,2020      
162Ho     ,161.929102543       ,0.000003330         ,2020      
162Er     ,161.928787299       ,0.000000811         ,2020      
162Tm     ,161.934001211       ,0.000027974         ,2020      
162Yb     ,161.935779342       ,0.000016213         ,2020      
162Lu     ,161.943282776       ,0.000080554         ,2020      
162Hf     ,161.947215526       ,0.000009610         ,2020      
162Ta     ,161.957292907       ,0.000067979         ,2020      
162W      ,161.963500341       ,0.000018955         ,2020      
162Re     ,161.975896          ,0.000215            ,2020      
162Os     ,161.984434          ,0.000322            ,2020      
163Nd     ,162.963414          ,0.000537            ,2020      
163Pm     ,162.953881          ,0.000429            ,2020      
163Sm     ,162.945679085       ,0.000007900         ,2020      
163Eu     ,162.939265510       ,0.000000970         ,2020      
163Gd     ,162.934096640       ,0.000000855         ,2020      
163Tb     ,162.930653609       ,0.000004358         ,2020      
163Dy     ,162.928737221       ,0.000000744         ,2020      
163Ho     ,162.928740260       ,0.000000744         ,2020      
163Er     ,162.930039908       ,0.000004967         ,2020      
163Tm     ,162.932658282       ,0.000005920         ,2020      
163Yb     ,162.936345406       ,0.000016215         ,2020      
163Lu     ,162.941179000       ,0.000030000         ,2020      
163Hf     ,162.947107211       ,0.000027582         ,2020      
163Ta     ,162.954337194       ,0.000040860         ,2020      
163W      ,162.962524251       ,0.000062722         ,2020      
163Re     ,162.972085434       ,0.000019897         ,2020      
163Os     ,162.982462          ,0.000322            ,2020      
163Ir     ,162.994299          ,0.000429            ,2020      
164Pm     ,163.958819          ,0.000429            ,2020      
164Sm     ,163.948550061       ,0.000004400         ,2020      
164Eu     ,163.942852943       ,0.000002219         ,2020      
164Gd     ,163.935916193       ,0.000001073         ,2020      
164Tb     ,163.933327561       ,0.000002000         ,2020      
164Dy     ,163.929180819       ,0.000000746         ,2020      
164Ho     ,163.930240548       ,0.000001492         ,2020      
164Er     ,163.929207739       ,0.000000755         ,2020      
164Tm     ,163.933538019       ,0.000026845         ,2020      
164Yb     ,163.934500743       ,0.000016217         ,2020      
164Lu     ,163.941339000       ,0.000030000         ,2020      
164Hf     ,163.944370709       ,0.000016975         ,2020      
164Ta     ,163.953534000       ,0.000030000         ,2020      
164W      ,163.958952445       ,0.000010384         ,2020      
164Re     ,163.970507122       ,0.000058566         ,2020      
164Os     ,163.978073158       ,0.000160927         ,2020      
164Ir     ,163.991966          ,0.000339            ,2020      
165Pm     ,164.962780          ,0.000537            ,2020      
165Sm     ,164.953290          ,0.000429            ,2020      
165Eu     ,164.945540070       ,0.000005596         ,2020      
165Gd     ,164.939317080       ,0.000001400         ,2020      
165Tb     ,164.934955198       ,0.000001654         ,2020      
165Dy     ,164.931709402       ,0.000000748         ,2020      
165Ho     ,164.930329116       ,0.000000844         ,2020      
165Er     ,164.930733482       ,0.000000985         ,2020      
165Tm     ,164.932441843       ,0.000001779         ,2020      
165Yb     ,164.935270241       ,0.000028490         ,2020      
165Lu     ,164.939406758       ,0.000028490         ,2020      
165Hf     ,164.944567000       ,0.000030000         ,2020      
165Ta     ,164.950780287       ,0.000014571         ,2020      
165W      ,164.958280663       ,0.000027649         ,2020      
165Re     ,164.967085831       ,0.000025328         ,2020      
165Os     ,164.976654          ,0.000215            ,2020      
165Ir     ,164.987552          ,0.000170            ,2020      
165Pt     ,164.999658          ,0.000429            ,2020      
166Sm     ,165.956575          ,0.000429            ,2020      
166Eu     ,165.949813          ,0.000107            ,2020      
166Gd     ,165.941630413       ,0.000001700         ,2020      
166Tb     ,165.937939727       ,0.000001570         ,2020      
166Dy     ,165.932812810       ,0.000000862         ,2020      
166Ho     ,165.932291209       ,0.000000844         ,2020      
166Er     ,165.930301067       ,0.000000358         ,2020      
166Tm     ,165.933562136       ,0.000012401         ,2020      
166Yb     ,165.933876439       ,0.000007515         ,2020      
166Lu     ,165.939859000       ,0.000032000         ,2020      
166Hf     ,165.942180000       ,0.000030000         ,2020      
166Ta     ,165.950512000       ,0.000030000         ,2020      
166W      ,165.955031952       ,0.000010159         ,2020      
166Re     ,165.965821216       ,0.000094731         ,2020      
166Os     ,165.972698135       ,0.000019287         ,2020      
166Ir     ,165.985716          ,0.000215            ,2020      
166Pt     ,165.994866          ,0.000322            ,2020      
167Sm     ,166.962072          ,0.000537            ,2020      
167Eu     ,166.953011          ,0.000429            ,2020      
167Gd     ,166.945490012       ,0.000005596         ,2020      
167Tb     ,166.940007046       ,0.000002071         ,2020      
167Dy     ,166.935682415       ,0.000004300         ,2020      
167Ho     ,166.933140254       ,0.000005570         ,2020      
167Er     ,166.932056192       ,0.000000306         ,2020      
167Tm     ,166.932857206       ,0.000001350         ,2020      
167Yb     ,166.934954069       ,0.000004251         ,2020      
167Lu     ,166.938243000       ,0.000040000         ,2020      
167Hf     ,166.942600000       ,0.000030000         ,2020      
167Ta     ,166.948093000       ,0.000030000         ,2020      
167W      ,166.954811080       ,0.000020078         ,2020      
167Re     ,166.962604          ,0.000043            ,2020      
167Os     ,166.971552304       ,0.000086841         ,2020      
167Ir     ,166.981671973       ,0.000019694         ,2020      
167Pt     ,166.992750          ,0.000329            ,2020      
168Sm     ,167.966033          ,0.000322            ,2020      
168Eu     ,167.957863          ,0.000429            ,2020      
168Gd     ,167.948309          ,0.000322            ,2020      
168Tb     ,167.943337074       ,0.000004500         ,2020      
168Dy     ,167.937134977       ,0.000150303         ,2020      
168Ho     ,167.935523766       ,0.000032207         ,2020      
168Er     ,167.932378282       ,0.000000280         ,2020      
168Tm     ,167.934178457       ,0.000001800         ,2020      
168Yb     ,167.933891297       ,0.000000100         ,2020      
168Lu     ,167.938729798       ,0.000040766         ,2020      
168Hf     ,167.940568000       ,0.000030000         ,2020      
168Ta     ,167.948047000       ,0.000030000         ,2020      
168W      ,167.951805459       ,0.000014233         ,2020      
168Re     ,167.961572607       ,0.000033087         ,2020      
168Os     ,167.967799050       ,0.000010631         ,2020      
168Ir     ,167.979960978       ,0.000059277         ,2020      
168Pt     ,167.988180196       ,0.000160960         ,2020      
168Au     ,168.002716          ,0.000429            ,2020      
169Eu     ,168.961717          ,0.000537            ,2020      
169Gd     ,168.952882          ,0.000429            ,2020      
169Tb     ,168.945807          ,0.000322            ,2020      
169Dy     ,168.940315231       ,0.000322781         ,2020      
169Ho     ,168.936879890       ,0.000021522         ,2020      
169Er     ,168.934598444       ,0.000000326         ,2020      
169Tm     ,168.934218956       ,0.000000792         ,2020      
169Yb     ,168.935184208       ,0.000000191         ,2020      
169Lu     ,168.937645845       ,0.000003226         ,2020      
169Hf     ,168.941259000       ,0.000030000         ,2020      
169Ta     ,168.946011000       ,0.000030000         ,2020      
169W      ,168.951778689       ,0.000016571         ,2020      
169Re     ,168.958765979       ,0.000012204         ,2020      
169Os     ,168.967017521       ,0.000027847         ,2020      
169Ir     ,168.976281743       ,0.000025020         ,2020      
169Pt     ,168.986619          ,0.000215            ,2020      
169Au     ,168.998080          ,0.000320            ,2020      
170Eu     ,169.966870          ,0.000537            ,2020      
